,DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
12187,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-19,12:01:00,,,,,,Zinc,,Extractable,5.8,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
12188,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,1.8,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
12189,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Aluminum,,Extractable,197.3,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
12190,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Antimony,,Extractable,0.1,ug/L,Actual,,,ug/L,,Preliminary,,110689.0,ENV/CANADA,,,,,ECCCLabs,
12191,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Apparent color,,,62.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
12192,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Barium,,Extractable,4.2,ug/L,Actual,,,ug/L,,Preliminary,,110691.0,ENV/CANADA,,,,,ECCCLabs,
12193,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Boron,,Extractable,2.6,ug/L,Actual,,,ug/L,,Preliminary,,110693.0,ENV/CANADA,,,,,ECCCLabs,
12194,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Calcium,,Dissolved,1.2,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
12195,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chloride,,Dissolved,6.23,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
12196,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chromium,,Extractable,1.0,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
12197,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Cobalt,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110696.0,ENV/CANADA,,,,,ECCCLabs,
12198,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Copper,,Extractable,1.2,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
12199,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-0.04,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
12200,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Iron,,Extractable,0.17,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
12201,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Lead,,Extractable,0.4,ug/L,Actual,,,ug/L,,Preliminary,,110698.0,ENV/CANADA,,,,,ECCCLabs,
12202,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Magnesium,,Dissolved,0.68,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
12203,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Manganese,,Extractable,29.1,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
12204,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Nickel,,Extractable,0.1,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
12205,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Organic carbon,,Total,10.1,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
12206,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,pH,,,5.0,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
12207,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Potassium,,Dissolved,0.32,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
12208,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sodium,,Dissolved,4.33,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
12209,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Specific conductance,,,39.2,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
12210,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Strontium,,Extractable,7.1,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
12211,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sulfate,,Dissolved,3.62,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
12212,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Titanium,,Extractable,1.8,ug/L,Actual,,,ug/L,,Preliminary,,110703.0,ENV/CANADA,,,,,ECCCLabs,
12213,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.1,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
12214,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Vanadium,,Extractable,0.5,ug/L,Actual,,,ug/L,,Preliminary,,110704.0,ENV/CANADA,,,,,ECCCLabs,
12215,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Zinc,,Extractable,2.9,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
12216,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,1.4,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
12217,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Aluminum,,Extractable,119.2,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
12218,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Apparent color,,,10.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
12219,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Barium,,Extractable,3.8,ug/L,Actual,,,ug/L,,Preliminary,,110691.0,ENV/CANADA,,,,,ECCCLabs,
12220,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Boron,,Extractable,2.7,ug/L,Actual,,,ug/L,,Preliminary,,110693.0,ENV/CANADA,,,,,ECCCLabs,
12221,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Calcium,,Dissolved,1.0,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
12222,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chloride,,Dissolved,5.59,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
12223,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chromium,,Extractable,0.5,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
12224,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Cobalt,,Extractable,0.1,ug/L,Actual,,,ug/L,,Preliminary,,110696.0,ENV/CANADA,,,,,ECCCLabs,
12225,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Copper,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
12226,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-0.49,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
12227,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Inorganic carbon,,Total,0.7,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
12228,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Iron,,Extractable,0.1,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
12229,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Magnesium,,Dissolved,0.82,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
12230,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Manganese,,Extractable,61.0,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
12231,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Nickel,,Extractable,0.6,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
12232,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Organic carbon,,Total,6.5,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
12233,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,pH,,,4.9,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
12234,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Potassium,,Dissolved,0.13,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
12235,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sodium,,Dissolved,3.5,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
12236,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Specific conductance,,,37.2,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
12237,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Strontium,,Extractable,7.2,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
12238,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Sulfate,,Dissolved,3.85,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
12239,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Titanium,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110703.0,ENV/CANADA,,,,,ECCCLabs,
12240,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.07,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
12241,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Vanadium,,Extractable,0.1,ug/L,Actual,,,ug/L,,Preliminary,,110704.0,ENV/CANADA,,,,,ECCCLabs,
12242,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Zinc,,Extractable,3.5,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
12243,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Aluminum,,Extractable,329.7,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
12244,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Apparent color,,,179.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
12245,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Barium,,Extractable,5.5,ug/L,Actual,,,ug/L,,Preliminary,,110691.0,ENV/CANADA,,,,,ECCCLabs,
12246,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Boron,,Extractable,2.4,ug/L,Actual,,,ug/L,,Preliminary,,110693.0,ENV/CANADA,,,,,ECCCLabs,
12247,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Calcium,,Dissolved,1.4,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
12248,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chloride,,Dissolved,4.12,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
12249,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Chromium,,Extractable,1.4,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
12250,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Cobalt,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110696.0,ENV/CANADA,,,,,ECCCLabs,
12251,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Copper,,Extractable,3.0,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
12252,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-1.24,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
12253,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2001-11-26,12:00:00,,,,,,Inorganic carbon,,Total,0.6,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
